country,region,happiness_score,gdp_per_capita,social_support,healthy_life_expectancy,freedom_to_make_life_choices,generosity,perceptions_of_corruption
Kazakhstan,Commonwealth of Independent States,5.855,1.12254,1.12241,0.64368,0.51649,0.11827,0.08454
Slovenia,Central and Eastern Europe,5.848,1.18498,1.27385,0.87337,0.60855,0.25328,0.03787
Lithuania,Central and Eastern Europe,5.833,1.14723,1.25745,0.73128,0.21342,0.02641,0.01031
Nicaragua,Latin America and Caribbean,5.828,0.59325,1.14184,0.74314,0.55475,0.27815,0.19317
Peru,Latin America and Caribbean,5.824,0.90019,0.97459,0.73017,0.41496,0.14982,0.05989
Belarus,Central and Eastern Europe,5.813,1.03192,1.23289,0.73608,0.37938,0.11046,0.1909
Poland,Central and Eastern Europe,5.791,1.12555,1.27948,0.77903,0.53122,0.16759,0.04212
Malaysia,Southeast Asia,5.77,1.12486,1.07023,0.72394,0.53024,0.33075,0.10501
Croatia,Central and Eastern Europe,5.759,1.08254,0.79624,0.78805,0.25883,0.05444,0.0243
Libya,Middle East and North Africa,5.754,1.13145,1.11862,0.7038,0.41668,0.18295,0.11023
Russia,Central and Eastern Europe,5.716,1.13764,1.23617,0.66926,0.36679,0.00199,0.03005
Jamaica,Latin America and Caribbean,5.709,0.81038,1.15102,0.68741,0.50442,0.2123,0.02299
North Cyprus,Western Europe,5.695,1.20806,1.07008,0.92356,0.49027,0.26169,0.1428
Cyprus,Western Europe,5.689,1.20813,0.89318,0.92356,0.40672,0.30638,0.06146
Algeria,Middle East and North Africa,5.605,0.93929,1.07772,0.61766,0.28579,0.07822,0.17383
Kosovo,Central and Eastern Europe,5.589,0.80148,0.81198,0.63132,0.24749,0.2831,0.04741
Turkmenistan,Commonwealth of Independent States,5.548,0.95847,1.22668,0.53886,0.4761,0.16979,0.30844
Mauritius,Sub-Saharan Africa,5.477,1.00761,0.98521,0.7095,0.56066,0.37744,0.07521
Hong Kong S.A.R. of China,East Asia,5.474,1.38604,1.05818,1.01328,0.59608,0.39478,0.37124
Estonia,Central and Eastern Europe,5.429,1.15174,1.22791,0.77361,0.44888,0.0868,0.15184
Indonesia,Southeast Asia,5.399,0.82827,1.08708,0.63793,0.46611,0.51535,0
Vietnam,Southeast Asia,5.36,0.63216,0.91226,0.74676,0.59444,0.1686,0.10441
Turkey,Middle East and North Africa,5.332,1.06098,0.94632,0.73172,0.22815,0.12253,0.15746
Kyrgyzstan,Commonwealth of Independent States,5.286,0.47428,1.15115,0.65088,0.43477,0.3003,0.04232
Nigeria,Sub-Saharan Africa,5.268,0.65435,0.90432,0.16007,0.34334,0.27233,0.0403
Bhutan,South Asia,5.253,0.77042,1.10395,0.57407,0.53206,0.47998,0.15445
Azerbaijan,Central and Eastern Europe,5.212,1.02389,0.93793,0.64045,0.3703,0.07799,0.16065
Pakistan,South Asia,5.194,0.59543,0.41411,0.51466,0.12102,0.33671,0.10464
Jordan,Middle East and North Africa,5.192,0.90198,1.05392,0.69639,0.40661,0.11053,0.14293
Montenegro,Central and Eastern Europe,5.192,0.97438,0.90557,0.72521,0.1826,0.1614,0.14296
China,East Asia,5.14,0.89012,0.94675,0.81658,0.51697,0.08185,0.02781
Zambia,Sub-Saharan Africa,5.129,0.47038,0.91612,0.29924,0.48827,0.19591,0.12468
Romania,Central and Eastern Europe,5.124,1.04345,0.88588,0.7689,0.35068,0.13748,0.00649
Serbia,Central and Eastern Europe,5.123,0.92053,1.00964,0.74836,0.20107,0.19231,0.02617
Portugal,Western Europe,5.102,1.15991,1.13935,0.87519,0.51469,0.13719,0.01078
Latvia,Central and Eastern Europe,5.098,1.11312,1.09562,0.72437,0.29671,0.18226,0.06332
Philippines,Southeast Asia,5.073,0.70532,1.03516,0.58114,0.62545,0.24991,0.12279
Somaliland region,Africa,5.057,0.18847,0.95152,0.43873,0.46582,0.50318,0.39928
Morocco,Middle East and North Africa,5.013,0.73479,0.64095,0.60954,0.41691,0.07172,0.08546
North Macedonia,Central and Eastern Europe,5.007,0.91851,1.00232,0.73545,0.33457,0.22359,0.05327
Mozambique,Sub-Saharan Africa,4.971,0.08308,1.02626,0.09131,0.34037,0.22269,0.15603
Albania,Central and Eastern Europe,4.959,0.87867,0.80434,0.81325,0.35733,0.14272,0.06413
Bosnia and Herzegovina,Central and Eastern Europe,4.949,0.83223,0.91916,0.79081,0.09245,0.24808,0.00227
Lesotho,Sub-Saharan Africa,4.898,0.37545,1.04103,0.07612,0.31767,0.16388,0.12504
Dominican Republic,Latin America and Caribbean,4.885,0.89537,1.17202,0.66825,0.57672,0.21684,0.14234
Laos,Southeast Asia,4.876,0.59066,0.73803,0.54909,0.59591,0.42192,0.24249
Mongolia,East Asia,4.874,0.82819,1.3006,0.60268,0.43626,0.3323,0.02666
Swaziland,Sub-Saharan Africa,4.867,0.71206,1.07284,0.07566,0.30658,0.18259,0.0306
Greece,Western Europe,4.857,1.15406,0.92933,0.88213,0.07699,0,0.01397
Lebanon,Middle East and North Africa,4.839,1.02564,0.80001,0.83947,0.33916,0.21854,0.04582
Hungary,Central and Eastern Europe,4.8,1.12094,1.20215,0.75905,0.32112,0.128,0.02758
Honduras,Latin America and Caribbean,4.788,0.59532,0.95348,0.6951,0.40148,0.23027,0.06825
Tajikistan,Commonwealth of Independent States,4.786,0.39047,0.85563,0.57379,0.47216,0.22974,0.15072
Tunisia,Middle East and North Africa,4.739,0.88113,0.60429,0.73793,0.26268,0.06431,0.06358
Palestinian Territories,Middle East and North Africa,4.715,0.59867,0.92558,0.66015,0.24499,0.11251,0.12905
Bangladesh,South Asia,4.694,0.39753,0.43106,0.60164,0.4082,0.21222,0.12569
Iran,Middle East and North Africa,4.686,1.0088,0.54447,0.69805,0.30033,0.38086,0.05863
Ukraine,Central and Eastern Europe,4.681,0.79907,1.20278,0.6739,0.25123,0.15275,0.02961
Iraq,Middle East and North Africa,4.677,0.98549,0.81889,0.60237,0,0.17922,0.13788
South Africa,Sub-Saharan Africa,4.642,0.92049,1.18468,0.27688,0.33207,0.11973,0.08884
Ghana,Sub-Saharan Africa,4.633,0.54558,0.67954,0.40132,0.42342,0.23087,0.04355
Zimbabwe,Sub-Saharan Africa,4.61,0.271,1.03276,0.33475,0.25861,0.18987,0.08079
Liberia,Sub-Saharan Africa,4.571,0.0712,0.78968,0.34201,0.28531,0.24362,0.06232
India,South Asia,4.565,0.64499,0.38174,0.51529,0.39786,0.26475,0.08492
Sudan,Sub-Saharan Africa,4.55,0.52107,1.01404,0.36878,0.10081,0.19062,0.1466
Haiti,Latin America and Caribbean,4.518,0.26673,0.74302,0.38847,0.24425,0.46187,0.17175
Congo (Kinshasa),Sub-Saharan Africa,4.517,0,1.0012,0.09806,0.22605,0.24834,0.07625
Nepal,South Asia,4.514,0.35997,0.86449,0.56874,0.38282,0.32296,0.05907
Ethiopia,Sub-Saharan Africa,4.512,0.19073,0.60406,0.44055,0.4345,0.24325,0.15048
Sierra Leone,Sub-Saharan Africa,4.507,0.33024,0.95571,0,0.4084,0.21488,0.08786
Mauritania,Sub-Saharan Africa,4.436,0.45407,0.86908,0.35874,0.24232,0.219,0.17461
Kenya,Sub-Saharan Africa,4.419,0.36471,0.99876,0.41435,0.42215,0.37542,0.05839
Djibouti,Sub-Saharan Africa,4.369,0.44025,0.59207,0.36291,0.46074,0.18093,0.28105
Armenia,Central and Eastern Europe,4.35,0.76821,0.77711,0.7299,0.19847,0.07855,0.039
Botswana,Sub-Saharan Africa,4.332,0.99355,1.10464,0.04776,0.49495,0.10461,0.12474
Myanmar,Southeast Asia,4.307,0.27108,0.70905,0.48246,0.44017,0.79588,0.19034
Georgia,Central and Eastern Europe,4.297,0.7419,0.38562,0.72926,0.40577,0.05547,0.38331
Malawi,Sub-Saharan Africa,4.292,0.01604,0.41134,0.22562,0.43054,0.33128,0.06977
Sri Lanka,South Asia,4.271,0.83524,1.01905,0.70806,0.53726,0.40828,0.09179
Cameroon,Sub-Saharan Africa,4.252,0.4225,0.88767,0.23402,0.49309,0.20618,0.05786
Bulgaria,Central and Eastern Europe,4.218,1.01216,1.10614,0.76649,0.30587,0.11921,0.00872
Egypt,Middle East and North Africa,4.194,0.8818,0.747,0.61712,0.17288,0.11291,0.06324
Yemen,Middle East and North Africa,4.077,0.54649,0.68093,0.40064,0.35571,0.09131,0.07854
Angola,Sub-Saharan Africa,4.033,0.75778,0.8604,0.16683,0.10384,0.12344,0.07122
Mali,Sub-Saharan Africa,3.995,0.26074,1.03526,0.20583,0.38857,0.18798,0.12352
Congo (Brazzaville),Sub-Saharan Africa,3.989,0.67866,0.6629,0.31051,0.41466,0.12388,0.11686
Comoros,Sub-Saharan Africa,3.956,0.23906,0.79273,0.36315,0.22917,0.17441,0.199
Uganda,Sub-Saharan Africa,3.931,0.21102,1.13299,0.33861,0.45727,0.29066,0.07267
Senegal,Sub-Saharan Africa,3.904,0.36498,0.97619,0.4354,0.36772,0.20843,0.10713
Gabon,Sub-Saharan Africa,3.896,1.06024,0.90528,0.43372,0.31914,0.06822,0.11091
Niger,Sub-Saharan Africa,3.845,0.0694,0.77265,0.29707,0.47692,0.19387,0.15639
Cambodia,Southeast Asia,3.819,0.46038,0.62736,0.61114,0.66246,0.40359,0.07247
Tanzania,Sub-Saharan Africa,3.781,0.2852,1.00268,0.38215,0.32878,0.34377,0.05747
Madagascar,Sub-Saharan Africa,3.681,0.20824,0.66801,0.46721,0.19184,0.21333,0.08124
Central African Republic,Sub-Saharan Africa,3.678,0.0785,0,0.06699,0.48879,0.23835,0.08289
Chad,Sub-Saharan Africa,3.667,0.34193,0.76062,0.1501,0.23501,0.18386,0.05269
Guinea,Sub-Saharan Africa,3.656,0.17417,0.46475,0.24009,0.37725,0.28657,0.12139
Ivory Coast,Sub-Saharan Africa,3.655,0.46534,0.77115,0.15185,0.46866,0.20165,0.17922
Burkina Faso,Sub-Saharan Africa,3.587,0.25812,0.85188,0.27125,0.39493,0.21747,0.12832
Afghanistan,South Asia,3.575,0.31982,0.30285,0.30335,0.23414,0.3651,0.09719
Rwanda,Sub-Saharan Africa,3.465,0.22208,0.7737,0.42864,0.59201,0.22628,0.55191
Benin,Sub-Saharan Africa,3.34,0.28665,0.35386,0.3191,0.4845,0.1826,0.0801
Syria,Middle East and North Africa,3.006,0.6632,0.47489,0.72193,0.15684,0.47179,0.18906
Burundi,Sub-Saharan Africa,2.905,0.0153,0.41587,0.22396,0.1185,0.19727,0.10062
Togo,Sub-Saharan Africa,2.839,0.20868,0.13995,0.28443,0.36453,0.16681,0.10731
